lasocieteartistique@wanadoo.fr;Nom de la structure;Site web;1_N° + Rue;1_Code postal;1_Ville;2_N° rue;2_Code postal;2_Ville;3_N° rue;3_Code postal;3_Ville;4_N° rue;4_Code postal;4_Ville;5_N° rue;5_Code postal;5_Ville;1_Discipline;2_Discipline;3_Discipline;4_Discipline;5_Discipline;6_Discipline;7_Discipline;8_Discipline;9_Discipline;10_Discipline;"Email 1 =if(or(AD7=AD6,AD7=AD8),""doublon"","""")";Email 2;Email 3;Email 4;Email 5;Tél 1;Tél 2;Tél 3;COMMENTAIRES;Evaluation du référencement : +/-;Qui ?;Rajout
2592;Atelier saint Raphael;ateliersaintraphael.com;37 Rue Richard Lenoir;75011;Paris;;;;;;;;;;;;;Dessin;Peinture;;;;;;;;;info@levillagechoregraphique.fr;atelierakcp@yahoo.fr;;;;142771319;;;;;Fabrice;15/04/2014
2593;Atelier Meisner;stagespico.blogspot.com/2012/09/atelier-meisner-du-lundi-paris.html ;37 rue des Trois Bornes;75011;Paris;;;;;;;;;;;;;Formation d'acteurs;;;;;;;;;;stagespico@gmail.com;;;;;613630278;;;;;Fabrice;15/04/2014
2594;Isabelle Sauvage;isabelle-sauvage.com;37/39 rue Saint-Sébastien;75011;Paris;;;;;;;;;;;;;Chant & instrument;;;;;;;;;;compagnie.sauvage@orange.fr;;;;;633770890;142779846;;;;Mehdi;15/04/2014
2595;Atelier du nombre d'or;nombredor.com/accueil.htm ;37bis rue de Montreuil;75011;Paris;;;;;;;;;;;;;Restauration d'art;Encadrement;Ferronnerie d'art;;;;;;;;bruno.toupry@nombredor.com;;;;;143700378;685111920;;;;Fabrice;15/04/2014
2596;La Musique Buissonnière;musiquebuissonniere.les-atelieres.org;37bis rue de Montreuil;75011;Paris;;;;;;;;;;;;;Culture musicale;Peinture;Piano;Culture musicale;Flûtes & hautbois;;;;;;musiquebuissonniere@yahoo.fr;;;;;143792055;682776379;;;;Guennole;15/04/2014
2597;De Alcantara Pedro;pedrodealcantara.com ;38 boulevard Beaumarchais;75011;Paris;;;;;;;;;;;;;Technique Alexander;;;;;;;;;;pedroinparis@gmail.com;;;;;670001867;;;;;Elisa;15/04/2014
2598;Maelle Rochut;maellerochut.jimdo.com;38 rue de Rivoli;75004;Paris;;;;;;;;;;;;;Harpe;Culture musicale;;;;;;;;;maellerochut@gmail.com;contact@maellerochut.com;;;;677323705;;;;;Guennole;15/04/2014
2599;Amicale Laïque St-Sebastien;amicale-laique-st-sebastien.org ;9/11 rue Alphonse Baudin;75011;Paris;4-12 rue Dénoyez;75020;Paris;70 rue Dunois;75013;Paris;18 rue Atlas;75019;Paris;;;;Danse contemporaine & moderne;Boxe française;Capoeira;Danse classique;Gymnastique douce, stretching & étirements;Salsa, Bachata & Chacha;Gymnastique douce, stretching & étirements;Initiation natation;Tai Chi Chuan;Hatha yoga;alss11@laposte.net;pintinho123@hotmail.com;;;;148050842;670152370;;;;Youness;15/04/2014
2600;Davril Juliette;;38 Boulevard Beaumarchais;75011;Paris;;;;;;;;;;;;;Art-thérapies;Coaching personnel;Technique Alexander;;;;;;;;juliettedavril@laposte.net;;;;;665087848;;;pas de photo;;Elisa;15/04/2014
2602;Annick Nuger;http://www.annicknuger-aquarelle.net/;4 Impasse Delaunay;75011;Paris;;;;;;;;;;;;;Aquarelle & lavis;Peinture;;;;;;;;;annick.nuger@laposte.net;;;;;142779482;603475662;;;;Youness;15/04/2014
2603;L'Attrape-Choeur;http://www.attrape-choeur.fr/;4 passage Bullourde;75011;Paris;;;;;;;;;;;;;Chant choral;;;;;;;;;;contact@attrape-choeur.fr;;;;;687761903;688861517;;;;Guennole;15/04/2014
2604;Musique & Santé;http://musique-sante.org/;4 passage de la Main d'Or;75011;Paris;;;;;;;;;;;;;Chant & instrument;Culture musicale;Percussions;Lecture à voix haute;;;;;;;info@musique-sante.org;;;;;155288100;;;;;Mehdi;15/04/2014
2606;Laurence Fanon;fanonl.net/stage.html ;4 rue Breguet;75011;Paris;;;;;;;;;;;;;Barre au sol classique;Danse classique;;;;;;;;;stage@alldance.fr;acrobatik@fanonl.net;;;;607212789;660306262;;;;Guennole;15/04/2014
2607;Fabrice Cazaux;https://www.facebook.com/pages/Fabrice-Cazaux-Danseur-Chor%C3%A9graphe-Professeur/148428198602127 ;4 rue breguet;75011;Paris;;;;;;;;;;;;;Jazz, Street Jazz & Modern jazz;;;;;;;;;;fabdance@noos.fr;fabrice.cazaux@gmail.com;;;;;;;;;Mehdi;15/04/2014
2610;Choreia;choreia.com;4 rue Bréguet;75011;Paris;;;;;;;;;;;;;Art dramatique;Danse contemporaine & moderne;Danse classique;Danse contemporaine & moderne;Chant & instrument;Formation d'acteurs;;;;;lecole@choreia.com;choreia@lecentredesarts.com;;;;155288400;;;;;Fabrice;15/04/2014
2612;Danse classique et Graine d'Artiste - Le Centre des Arts Vivants;lecentredesarts.com;4 rue Bréguet;75011;Paris;;;;;;;;;;;;;Danse classique;;;;;;;;;;karine@lecentredesarts.com;lecentre@lecentredesarts.com;;;;155288400;;;;;Elisa;15/04/2014
2613;Mayodi;mayodi.fr;4 rue Bréguet;75011;Paris;;;;;;;;;;;;;Danse orientale;;;;;;;;;;mayodi@club-internet.fr;;;;;613235660;;;;;Guennole;15/04/2014
2616;Jodinik;jodinik.net;4 rue Bréguet;75011;Paris;41 rue du Temple;75004;Paris;;;;;;;;;;Danse africaine & Afro jazz;Danse contemporaine & moderne;;;;;;;;;jodinik@gmail.com;;;;;642523353;;;;;Mehdi;15/04/2014
2617;Isabel Aguirre;http://parisflamenco.fr/;4 rue Bréguet;75011;Paris;1 passage du buisson saint Louis;75010;Paris;;;;;;;;;;Flamenco;;;;;;;;;;isabel.aguirre@parisflamenco.fr;info@parisflamenco.fr;;;;670005536;;;;;Mehdi;15/04/2014
2619;Solya;solya.association.free.fr;9 Rue Alphonse Baudin;75011;Paris;;;;;;;;;;;;;Salsa, Bachata & Chacha;hatha yoga;;;;;;;;;sujata@club-internet.fr;rumozar@hotmail.com;;;;;;;pas réussi à trouver le numéro;;Zara;15/04/2014
2621;Demain en Main;demain.en.main.over-blog.com ;4 rue Robert Houdin;75011;Paris;;;;;;;;;;;;;Céramique;Poterie & raku;;;;;;;;;demainenmain11@yahoo.fr;;;;;147004882;;;;;Elisa;15/04/2014
2622;Le Rythme en Mouvement;lerythmeenmouvement.com;4, rue Breguet;75011;Paris;41 rue du Temple;75004;Paris;;;;;;;;;;Claquettes;;;;;;;;;;hervelegoff@yahoo.com;;;;;687023244;;;;;Mehdi;15/04/2014
2623;Paris-Mercoeur;mercoeur.asso.fr ;4, rue Mercoeur;75011;Paris;;;;;;;;;;;;;Judo;Karaté;Initiation natation;Gymnastique autres;Yoga autres;Tai Chi Chuan;Qi Gong;Jiu-Jitsu brésilien;;;contact@mercoeur.asso.fr;direction@mercoeur.asso.fr;;;;143792554;;;;;Fabrice;15/04/2014
2624;E-seniors;e-seniors.asso.fr;4, rue Mercoeur;75011;Paris;24, rue Daviel;75013;Paris;4, rue d’Annam;75020;Paris;;;;;;;Découverte de l'informatique;Photographie numérique;Perfectionnement informatique;Initiation & navigation Internet;;;;;;;epstein@free.fr;monakom.eseniors@gmail.com;ariane.girault@gmail.com;;;624396434;;;;;Elisa;15/04/2014
2626;Ashtanga Yoga Paris;ashtangayogaparis.fr ;40 av de la République;75011;Paris;;;;;;;;;;;;;Ashtanga Vinyasa yoga;Yoga autres;Feng Shui & bien-être;;;;;;;;info@ashtangayogaparis.fr;;;;;145801996;620382572;622325216;;;Youness;15/04/2014
2627;La Yuli cie Flamenco;layuliflamenco.com/contact;40 rue de la folie regnault;75011;Paris;50 rue Raspail;92270;Bois-Colombes;21 rue des écoles;92330;Sceaux;67 avenue du maréchal Joffre;92000;Nanterre;;;;Flamenco;;;;;;;;;;layuli.cieflamenco@hotmail.fr;info@levillagechoregraphique.fr;;;;684734675;;;;;Mehdi;15/04/2014
2629;Studio l'Envol;studiolenvol.com;40 rue de la folie regnault;75011;Paris;;;;;;;;;;;;;Flamenco;Danse orientale;Hip-hop & break dance;Salsa, Bachata & Chacha;Barre au sol classique;Jazz, Street Jazz & Modern jazz;Zumba;;;;contact@studiolenvol.com;;;;;662749275;;;;;Zara;15/04/2014
2630;Flamenco Paris;flamenco-paris.com;40 rue de la folie regnault;75011;Paris;;;;;;;;;;;;;Flamenco;Chant & instrument;;;;;;;;;sophie@flamenco-paris.com;sophie@lib-arte.fr;;;;663703015;;;;;Mehdi;15/04/2014
2631;CDO - Centre de Danses Orientales;cdo-dansesorientales.com;40 rue Sedaine;75011;Paris;18 rue Paul Bert;75011;Paris;4 rue Titon ;75011;Paris;280 rue LECOURBE;75015;Paris;74 rue Pablo Picasso;92000;Nanterre;Danse orientale;;;;;;;;;;sorayabagdadi@gmail.com;baghdadi@cdo-dansesorientales.com;;;;664932192;143066357;;;;Zara;15/04/2014
2632;Orient'Essences;http://orientessences.com/;40 rue Sedaine;75011;Paris;;;;;;;;;;;;;Danse orientale;Fusion;;;;;;;;;linda@orientessences.com;;;;;673300224;;;;;Mehdi;15/04/2014
2633;Compagnie Philippe Genty;philippegenty.com;40 rue Sedaine;75011;Paris;;;;;;;;;;;;;Pantins & marionnettes;Improvisation théâtrale;Pratiques théâtrales mixtes;;;;;;;;cie.philgenty@free.fr;diffusion@mcnn.fr;ateliersciephilippegenty@gmail.com;nancyblond@gmail.com;gestion@mcnn.fr;683827787;643403575;680639075;;;Elisa;15/04/2014
2634;Association Taï Chi Nature;http://taichinature.com/;40 rue Sedaine;75011;Paris;14 rue Titon;75011;Paris;83 rue de Reuilly;75012;Paris;40 rue de Cîteaux;75012;Paris;13 boulevard Richard Lenoir;75011;Paris;Tai Chi Chuan;Relaxation autres;Relaxation & méditation;;;;;;;;taichinature@orange.fr;;;;;143748398;686539648;;;;Mehdi;15/04/2014
2636;Hip Hop Dance Center;http://theseyetribune.free.fr/hhdc/FlyerHHDCFinal.pdf;40, rue de la Folie Régnault;75011;Paris;Parvis de la Préfecture;95000;Cergy;;;;;;;;;;Hip-hop & break dance;;;;;;;;;;hiphopdancecenter@gmail.com;;;;;603557545;;;;;Mehdi;15/04/2014
2638;La Cie Jetzt;ciejetzt.net;6 Rue Pierre Brossolette,;93230;Romainville;rue de la Résistance;93230;Romainville;;;;;;;;;;Pratiques théâtrales mixtes;;;;;;;;;;jetzt@hotmail.fr;alexandre@devolder.fr;cie.jetzt@gmail.com;fvalot@gmail.com;;699544123;661546524;148405313;;;Guennole;15/04/2014
2639;Cours de Chant Paris Home;cours-de-chant-paris-home.fr;41 rue Pétion;75011;Paris;;;;;;;;;;;;;Techniques vocales;Travail de la voix;Piano;;;;;;;;sandrine@cours-de-chant-paris-home.fr;;;;;675692181;664866798;;;;Zara;15/04/2014
2641;Club 511;http://www.oms-paris11.org/FR-17-24.html;43 rue Alexandre Dumas;75011;Paris;;;;;;;;;;;;;Badminton;Judo;Ping-pong / tennis de table;Tai chi chuan;;;;;;;christian.boisteau@sfr.fr;;;;;603215109;;;;;Fabrice;15/04/2014
2642;Line and Mind;www.lineandmind.com;;;;1 rue Keller;75011;Paris;;;;;;;;;;Improvisation théâtrale;Ashtanga Vinyasa yoga;Yoga autres;Barre au sol contemporaine;Barre au sol classique;;;;;;line-mind@hotmail.fr;contactcarey@yahoo.com;;;;681649504;633493687;148059001;;;Youness;15/04/2014
2645;Leah Marjollet;phenixetdragon.net;45 rue Alexandre Dumas;75011;Paris;;;;;;;;;;;;;Arts martiaux autres;Kung-fu;Qi Gong;;;;;;;;marjleah@gmail.com;;;;;628131195;;;;;Guennole;15/04/2014
2646;Magali Beauzamy;phenixetdragon.net;45 rue Alexandre-Dumas;75011;Paris;;;;;;;;;;;;;Qi Gong;Kung-fu;;;;;;;;;Lasourcedudragon@gmail.com;;;;;689507082;;;;;Guennole;15/04/2014
2647;Thomas Agrinier;thomasagrinier.pagesperso-orange.fr;45 rue amelot;75011;Paris;;;;;;;;;;;;;Peinture;Autres arts plastiques;;;;;;;;;thomas.agrinier@laposte.net;;;;;683748490;;;;;Zara;15/04/2014
2648;SpidiBulle;spidibulle.blogspot.com;45 rue des Boulets;75011;Paris;70 rue Jean Pierre Timbaud;75011;Paris;;;;;;;;;;Improvisation théâtrale;Théâtre de rue;yoga du rire;;;;;;;;spidibulle@free.fr;spidibulle@gmail.com;;;;672741000;;;;;Zara;15/04/2014
2654;Passions Leitmotiv;passionsleitmotiv.com;47 rue de la Roquette;75011;Paris;;;;;;;;;;;;;Violon, violoncelle & alto;;Solfège;Chant choral;Chant & instrument;Orchestre & direction d'orchestre;;;;;passionsleitmotiv@free.fr;;;;;148055364;603584075;;;;Zara;15/04/2014
2655;Les Rats des Champs;lesratsdeschamps.org;47 rue de la Roquette;75011;Paris;63 rue du chemin vert;75011;Paris;;;;;;;;;;Peinture;Modelage;;;;;;;;;daniel.fisher@lesratsdeschamps.org;;;;;681144490;183960858;603814977;;;Guennole;15/04/2014
2656;Body Allure;bodyallure.fr;47 rue Fbg St Antoine;75011;Paris;;;;;;;;;;;;;Aquagym;Arts martiaux autres;;;;;;;;;info@bodyallure.fr;;;;;143454428;;;;;Fabrice;15/04/2014
2658;Bien dans sa peau;biendansapeau.com;48 rue de la Gare de Reuilly;75011;Paris;78 rue Bonaparte;75006;Paris;;;;;;;;;;Sophrologie;Yoga autres;;;;;;;;;evy.cappelini@gmail.com;;;;;678981955;678981955;;;;Fabrice;15/04/2014
2659;Olivier Besson;http://www.apsapvp.fr/;155 avenue Parmentier;75011;Paris;20 rue Saillard;75014;Paris;34 rue Louis Lumiere;75020;Paris;;;;;;;Aquagym;;;;;;;;;;aquagym@apsapvp.fr;;;;;143796987;144647899;;;;Mehdi;15/04/2014
2660;Théâtre des Zinzins;theatredeszinzins.fr;5 passage Dallery;75011;Paris;2 rue aux vaches;60240;Chavençon;15 passage de la main d'or;75011;Paris;;;;;;;Théâtre amateurs;;;;;;;;;;theatredeszinzins@free.fr;;;;;661139411;950087717;;;;Zara;15/04/2014
2661;M'y Hey Crew;http://www.myheycrew.fr/;5 Passage des Taillandiers;75011;Paris;10 Rue Jules Vanzuppe;94200;Paris;;;;;;;;;;Hip-hop & break dance;Jazz, Street Jazz & Modern jazz;;;;;;;;;jiggy.hc@gmail.com;;;;;184194183;;;;;Mehdi;15/04/2014
2662;Studio Harmonic;studioharmonic.fr;5 passage des Taillandiers;75011;Paris;;;;;;;;;;;;;Barre au sol contemporaine;Barre au sol classique;Danse classique;Claquettes;Comédies musicales;Hip-hop & break dance;Jazz;Salsa, Bachata & Chacha;Flamenco;;contact@studio-harmonic.fr;;;;;148071339;;;;;Zara;15/04/2014
2663;Hugues Salgas;huguessalgas.com;5 Passage des Taillandiers;75011;Paris;4 rue Breguet;75011;Paris;;;;;;;;;;Comédie musicale & chorégraphies;Jazz, Street Jazz & Modern jazz;Jazz;;;;;;;;contact@huguessalgas.com;;;;;607031202;;;;;Mehdi;15/04/2014
2664;Ingrid Bizaguet;http://mouvementcontemporain.com/ingrid-bizaguet-compagnie/accueil/;5 Passage des Taillandiers;75011;Paris;16 rue Geoffroy L'Asnier;75004;Paris;83 rue Rebeval;75020;Paris;;;;10, rue Dénoyez;75020;Paris;Diverses danses classiques & contemporaines;;;;;;;;;;ingrid@associationDBS.com;;;;;681264696;;;;;Mehdi;15/04/2014
2665;Béa Buffin;beabuffin.com;5 Passage des Taillandiers;75011;Paris;;;;;;;;;;;;;Comédie musicale & chorégraphies;;;;;;;;;;babuffin@gmail.com;;;;;;;;pas de n° de tel;;Fabrice;15/04/2014
2667;Jacon Rozenn;https://www.facebook.com/RozennJaconDanseMethodeFeldenkrais;5 passage Sainte Anne Popincourt;75011;Paris;41 rue du temple;75004;Paris;4 rue Breguet;75011;Paris;;;;;;;Méthode Feldenkrais;Diverses danses classiques & contemporaines;Barre au sol contemporaine;;;;;;;;rozenn.a@gmail.com;;;;;612136070;;;;;Mehdi;15/04/2014
2669;Esteban Olives;estebanolives.com;5 rue Breguet;75011;Paris;;;;;;;;;;;;;Danse contemporaine & moderne;;;;;;;;;;contact@estebanolives.com;;;;;660680961;;;;;Mehdi;15/04/2014
2671;Les Canards Sous la Pluie;lescanardssouslapluie.blogspot.com ;5 rue Curial;75019;Paris;142 avenue de St Ouen;75018;Paris;37/39 rue Saint-Blaise;75020;Paris;;;;;;;Improvisation théâtrale;Théâtre amateurs;;;;;;;;;contact@lescanards.org;;;;;645261423;609062566;;;;Elisa;15/04/2014
2672;Gyrotonic;gyrotonicparis.com;5 rue de charonne;75011;Paris;;;;;;;;;;;;;Aérobic & fitness;Relaxation & méditation;;;;;;;;;gyrotonicparis@free.fr;;;;;147000213;;;;;Mehdi;15/04/2014
2674;Faurite Myriam;http://www.oms-paris11.org/FR-17-60.html;5 Rue Pihet;75011;Paris;;;;;;;;;;;;;Méthode Feldenkrais;Gymnastique douce, stretching & étirements;;;;;;;;;mym.f@sfr.fr;;;;;148066346;;;;;Mehdi;15/04/2014
2675;Florence Jakubowicz ;https://www.facebook.com/MethodeFeldenkraisParis/info;5, passage des taillandiers;75011;Paris;12 rue Censier ;75005;Paris;6 rue de la Folie Méricourt;75011;Paris;163 rue de Charenton;75012;Paris;93 rue Pelleport;75020;Paris;Méthode Feldenkrais;;;;;;;;;;florence.feld@gmail.com;formatricefeldenkraisparis@gmail.com;;;;689831905;;;;;Mehdi;15/04/2014
2676;Antonio Palermo;camillasaraceni.com;5/7 rue de Mont-Louis;75011;Paris;5, passage Lepic;75018;Paris;;;;;;;;;;Ecriture théâtrale;Pratiques théâtrales mixtes;;;;;;;;;antony_palermo@hotmail.com;camilla.saraceni@gmail.com;;;;625628005;143700565;;;;Youness;15/04/2014
2678;Nitu Carmen;https://www.facebook.com/carmen.nitu.98;50 rue Léon Frot;75011;Paris;;;;;;;;;;;;;Coaching sportif & gym;;;;;;;;;;carmennituboss@gmail.com;;;;;642443333;;;;;Mehdi;15/04/2014
2679;Fugue et Mandarine;fugueetmandarine.com ;;;;12 bis rue de la bienveillance;75008;Paris;;;;;;;;;;Comédie musicale & chorégraphies;Chant & instrument;;;;;;;;;fugue.mandarine@bbox.fr;;;;;142775361;142741897;;;;Mehdi;15/04/2014
2680;Ecole Chen Pan Ling;www.chenpanling-france.org;52 Passage du Bureau;75011;Paris;Espace des Closeaux;95130;SAINT CHERON;;;;;;;;;;Self-défense;Boxe anglaise;Boxe française;Qi Gong;;;;;;;tai@club-internet.fr;;;;;143566694;;;;;Mehdi;15/04/2014
2682;Sandra Rumolino;http://www.sandrarumolino.com/index.php?option=com_frontpage&Itemid=1;54 av Philippe Auguste;75011;Paris;;;;;;;;;;;;;Techniques vocales;Chant & instrument;Tango, Chachacha, Samba, Forro & Mambo;;;;;;;;mondeenchantant@yahoo.fr;;;;;143221024;;;;;Zara;15/04/2014
2683;Je découvre la Musique;jedecouvrelamusique.com;54 avenue Philippe Auguste;75011;Paris;;;;;;;;;;;;;Piano;Guitare acoustique;;;;;;;;;jedecouvrelamusique@gmail.com;jedecouvrelamusique@yahoo.com;;;;695775380;;;;;Mehdi;15/04/2014
2684;Studio Buenos Aires;studiobuenosaires.com;54 avenue Philippe Auguste;75011;Paris;;;;;;;;;;;;;Tango argentin;Piano;Chant & instrument;Pilates;Hatha yoga;;;;;;studiobuenosaires54@gmail.com;;;;;980336948;;;;;Zara;15/04/2014
2685;Tagnon Sessou;http://www.centre-danse-alesia.com/proTNSU.htm;119 avec du General Leclerc;75014;Paris;;;;;;;;;;;;;Salsa, Bachata & Chacha;Rumba, Paso doble & Jiive;Danse africaine & Afro jazz;;;;;;;;agnondanse@gmail.com;;;;;664746218;;;;;Zara;15/04/2014
2686;Andrea Dillon;andrea-dillon.com;54, avenue Philippe Auguste;75011;Paris;15 rue Geoffroy l’Asnier;75004;Paris;1 rue Keller;75011;Paris;;;;;;;Pilates;Danse classique;;;;;;;;;contact@andrea-dillon.com;;;;;;;;;;Youness;15/04/2014
2687;Lucid Beausonge;lucidbeausonge.fr;55 bd Charonne;75011;Paris;;;;;;;;;;;;;Chant & instrument;Piano;;;;;;;;;contactmanagement@lucidbeausonge.fr;lucidbeausonge@gmail.com;;;;622596091;;;;;Guennole;15/04/2014
2688;Association de Judokas Congolais de France;;55 boulevard de Charonne;75011;Paris;;;;;;;;;;;;;Judo;Jiu-jitsu;;;;;;;;;jeanpierre865@orange.fr;;;;;683749149;143797823;;;;Youness;15/04/2014
2690;ABC d'airs;;56 bd Voltaire;75011;Paris;;;;;;;;;;;;;Musiques mixtes;Techniques vocales;Guitare acoustique;Solfège;piano;;;;;;coursdechant@abcdairs.com;;;;;148060203;;;;;Youness;15/04/2014
2691;LWS Pak Mei ;http://lwspakmei.com/;56 boulevard Richard Lenoir;75011;Paris;26 rue de pontoise ;75005 Paris;;;;;;;;;;;Kung-fu;Self-défense;;;;;;;;;lwspakmei@gmail.com;;;;;672753446;;;;;Mehdi;15/04/2014
2692;Jette ton pyjama! ;jettetonpyjama.com;80 allée darius Milhaud;75019;Paris;;;;;;;;;;;;;Improvisation théâtrale;Pratiques théâtrales mixtes;;;;;;;;;contact@jettetonpyjama.com;;;;;674969325;386930915;;;;Mehdi;15/04/2014
2693;Julie Lucquedey;sophrologueparis11.com ;59 Rue Saint-Maur;75011;Paris;;;;;;;;;;;;;Sophrologie;Relaxation & méditation;;;;;;;;;lucquedey.julie@yahoo.fr;;;;;686689179;;;;;Mehdi;15/04/2014
2697;Association Sportive Saint Bernard;http://w35-associations.apps.paris.fr/searchasso/jsp/site/Portal.jsp?page=searchasso&id=3236;6 impasse Franchemont;75011;Paris;;;;;;;;;;;;;Tennis;;;;;;;;;;patrick.lejarre@paris.fr;tennisclub11@yahoo.fr;;;;685723245;;;;;Mehdi;15/04/2014
2699;Danse Théâtre et Musique;studio-dtm.fr;6 rue de la Folie Méricourt;75011;Paris;;;;;;;;;;;;;Danse contemporaine & moderne;Théâtre amateurs;Eveil musical;Piano;Chants traditionnels & chants du monde;Techniques vocales;Musiques mixtes;formation d'acteurs;;;agirpourdtm@studio-dtm.fr;infos@studio-dtm.fr;;;;147001960;;;;;Elisa;15/04/2014
2700;La Compagnie Ecurie;compagnie-ecurie.fr;6 rue de la Folie Méricourt;75011;Paris;21 avenue du Maine;75015;Paris;;;;;;;;;;Théâtre amateurs;Improvisation théâtrale;;;;;;;;;compagnie-ecurie@sfr.fr;alexandre@cayzac.info;;;;611167026;;;;;Guennole;15/04/2014
2701;Monique Visciano;;6 rue de la Folie Méricourt;75011;Paris;;;;;;;;;;;;;Hatha yoga;Gymnastique douce, stretching & étirements;Gymnastique douce, stretching & étirements;;;;;;;;monique.visciano@free.fr;;;;;612955682;;;;;Mehdi;15/04/2014
2702;Passing Club;passingclub.com;;;;9/11 rue des Frères Flavien;75020;Paris;20 rue Baudin;93100;Montreuil;;;;;;;Tennis;;;;;;;;;;passing-club.paris@fft.fr;;;;;611912897;;625562410;;;Zara;15/04/2014
2704;Zen Shiatsu Ayame;zenshiatsu-ayame.com ;6 rue Guillaume Bertrand;75011;Paris;;;;;;;;;;;;;Shiatsu;Yoga autres;;;;;;;;;dani.ayame7@gmail.com;;;;;613768809;;;;;Fabrice;15/04/2014
2710;ASSB TCXI Paris;assb.fr ;15 rue de la nouvelle calédonie;75012;Paris;113 route de la pyramide;75012;Paris;68 avenue philippe auguste;75011;Paris;13 passage thiere;75011;Paris;11 rue de candie;75011;Paris;Tennis;;;;;;;;;;tennisclub11@yahoo.fr;;;;;685723245;;;;;Youness;15/04/2014
2711;Mushin No Shin;http://iaidomaisonblanche.fr/;6, rue de la Folie Méricourt;75011;Paris;9, Rue de la Croix Jarry;75013;Paris;;;;;;;;;;Aïkido;Ateliers corps & mouvement;;;;;;;;;zanshin-mugen-kan@orange.fr;;;;;607943697;;;;;Mehdi;15/04/2014
2712;L'atelier Yoga;latelieryoga.wordpress.com ;6 rue de la folie méricourt;75011;Paris;4 impasse Cordon Boussard;75020;Paris;;;;;;;;;;Ashtanga Vinyasa yoga;Kundalini yoga;;;;;;;;;latelieryoga@gmail.com;;;;;;;;;;Fabrice;15/04/2014
2713;Gervais Gold;coursdechant-studio.com;6, rue Pihet;75011;Paris;;;;;;;;;;;;;Chant & instrument;Chants traditionnels & chants du monde;;;;;;;;;gervaisgold@wanadoo.fr;;;;;616572997;148063237;;;;Mehdi;15/04/2014
2714;SLP XV;slpxv.fr;16, rue de l'ingénieur Robert Keller;75015;Paris;3, avenue Maurice d'Ocagne;75014;Paris;28, rue Edgar Faure;75015;Paris;;;;;;;Badminton;;;;;;;;;;slpxv@yahoo.fr;;;;;;;;15e;;Zara;15/04/2014
2720;Grand Balan;;66 rue Alexandre Dumas;75011;Paris;;;;;;;;;;;;;Théâtre amateurs;;;;;;;;;;contact@cinamazonia.com;;;;;146592057;;;site introuvable;;Mehdi;15/04/2014
2722;Esprit Cuisine;espritcuisine.com;68 C rue Amelot;75011;Paris;;;;;;;;;;;;;Cuisine française;;;;;;;;;;espritcuisine@wanadoo.fr;;;;;607333932;143611121;;;;Mehdi;15/04/2014
2726;Juliette Vitte;imprevue.fr ;7 passage des Taillandiers;75011;Paris;1 rue Keller;75011;Paris;20 rue geoffroy l'asnier;75004;Paris;;;;;;;Danse contemporaine & moderne;;;;;;;;;;contact_net@imprevue.fr;;;;;683503213;683503213;;;;Elisa;15/04/2014
2730;Linda Bsiri;lindabsiri.com;7 rue Gambey;75011;Paris;;;;;;;;;;;;;Chants traditionnels & chants du monde;Chant & instrument;Qi gong;;;;;;;;contact@avivoix.com;;;;;699926327;;;;;Guennole;15/04/2014
2733;Les Fêtes d'Hébé;fetesdhebe.org ;7, rue Duranti;75011;Paris;26 rue Buffault;75009;Paris;;;;;;;;;;Danse contemporaine & moderne;Comédie musicale & chorégraphies;;;;;;;;;cecilia.gracio.moura@gmail.com;alain.gillibert@wanadoo.fr;;;;;;;;;Guennole;15/04/2014
2734;Compagnie Camilla Saraceni;http://www.camillasaraceni.com;7, rue Mont-Louis;75011;Paris;;;;;;;;;;;;;Improvisation théâtrale;Théâtre amateurs;Danse contemporaine & moderne;Tango argentin;;;;;;;camilla.saraceni@gmail.com;antony_palermo@hotmail.com;droustaing@yahoo.com;;;143700565;;;;;Elisa;15/04/2014
2736;Bhagvati Tantra;bhagvati-tantra.com;74 bd Voltaire;75011;Paris;49 Rue des Partants;75020;Paris;;;;;;;;;;Yoga autres;Spiritualités;Relaxation & méditation;;;;;;;;info@bhagvati-tantra.com;;;;;981650125;;;;;Fabrice;15/04/2014
